ID,Word 1,Word 2,PoS,Annotator 1,Annotator 2,Annotator 3,Annotator 4,Annotator 5,Annotator 6,Annotator 7,Annotator 8,Annotator 9,Annotator 10,Annotator 11
781,贪污,骗局,nouns,2,0,4,0,2,3,0,0,0,1,3
782,门,走廊,nouns,0,0,0,1,0,1,0,0,0,0,2
783,募捐活动,事件,nouns,0,3,4,2,1,3,0,0,0,0,2
784,父亲,哥哥,nouns,0,0,0,0,0,1,0,0,0,0,2
785,律师,画廊,nouns,0,0,0,0,0,0,0,0,0,0,0
786,阿姨,侄子,nouns,0,0,0,2,0,0,0,0,0,0,1
787,蜜蜂,蚂蚁,nouns,0,1,0,1,0,1,0,0,0,0,2
788,协议,条件,nouns,0,3,4,3,2,5,0,1,2,2,3
789,分子,空气,nouns,0,0,0,0,0,3,0,0,0,1,1
790,男人,武士,nouns,0,0,0,0,1,1,2,0,0,0,2
791,燕麦,田,nouns,0,0,0,0,0,4,0,0,0,0,1
792,灰濛蒙,预测,nouns,0,0,0,0,0,1,0,0,0,0,0
793,三文治,午饭,nouns,0,0,0,0,0,0,0,0,0,0,2
794,品质,伞,nouns,0,0,0,0,0,1,0,0,0,0,0
795,沙发,棒球,nouns,0,0,0,0,0,0,0,0,0,0,0
796,愤怒,心情,nouns,2,5,0,4,2,3,2,2,3,0,3
797,杯子,锥形蛋筒,nouns,0,0,0,1,2,4,0,0,0,0,2
798,后世,炼狱,nouns,0,0,0,1,0,0,0,0,0,0,0
799,月亮,行星,nouns,4,6,3,4,3,5,0,2,0,1,2
800,门,门口,nouns,3,5,4,5,4,5,0,1,4,5,4
801,美人,年龄,nouns,0,0,0,0,0,2,0,0,0,1,1
802,车,喇叭,nouns,0,0,0,0,0,0,0,0,0,0,2
803,盒子,电梯,nouns,0,0,0,0,0,0,0,0,0,0,0
804,胜利,凯旋,nouns,0,6,6,5,6,4,5,5,6,3,5
805,粘性,溅,nouns,0,0,0,1,0,0,0,0,0,0,0
806,方法,方式,nouns,4,3,5,5,6,3,5,5,4,1,6
807,混乱,类别,nouns,0,0,0,0,0,0,0,0,0,0,0
808,泡,肥皂泡沫,nouns,5,4,5,3,4,4,3,3,5,1,4
809,支气管炎,对乙酰氨基酚,nouns,0,0,0,2,0,0,0,0,0,0,0
810,信用,借款人,nouns,0,0,0,0,1,5,0,0,0,1,2
811,球,服装,nouns,0,0,0,0,0,1,0,0,0,0,0
812,牛油,土豆,nouns,0,0,0,1,0,0,0,0,0,0,2
813,神经官能症,头脑,nouns,0,0,0,0,0,0,0,0,0,0,2
814,出租车,出租车,nouns,6,6,6,6,6,6,6,6,5,6,6
815,酸,碱,nouns,0,0,0,2,0,1,0,0,0,0,0
816,公式,等式,nouns,2,0,5,3,4,2,0,0,3,1,3
817,昆虫,蜜蜂,nouns,3,4,5,4,2,0,3,5,5,1,1
818,马,牛,nouns,0,0,0,0,0,3,0,0,0,0,2
819,男人,兄弟会,nouns,0,0,0,0,1,4,0,3,4,1,2
820,巧克力,派,nouns,0,0,0,2,0,0,0,0,0,1,2
821,世界,地球,nouns,5,0,2,2,2,3,0,3,4,1,2
822,手臂,骨头,nouns,0,0,0,0,2,2,0,0,0,0,1
823,肉桂,糖果,nouns,0,0,0,0,0,1,0,0,0,0,1
824,信念,印象,nouns,0,0,0,1,0,0,0,0,0,0,2
825,蛇,蜥蜴,nouns,0,2,0,1,0,5,0,0,0,0,2
826,毁灭,建造,nouns,0,0,0,1,0,0,0,0,0,0,2
827,肉,面包,nouns,0,0,0,1,0,0,0,0,0,0,1
828,字典,定义,nouns,0,0,0,0,0,3,0,0,0,1,3
829,帮手,女仆,nouns,3,4,4,3,1,2,2,2,5,1,1
830,费用,付款,nouns,4,0,0,3,2,5,0,0,0,4,2
831,海滩,海,nouns,4,3,0,1,1,2,3,3,5,3,3
832,船,树,nouns,0,0,0,0,0,0,0,0,0,0,0
833,射线,阳光,nouns,0,0,4,0,2,2,0,0,3,1,2
834,樱桃,草莓,nouns,0,1,0,3,2,4,0,1,2,1,2
835,诗,韵律,nouns,0,0,0,0,0,1,0,0,0,0,3
836,女士,先生,nouns,0,0,0,0,0,2,0,0,0,0,1
837,码,英寸,nouns,4,2,0,4,6,5,0,1,2,3,1
838,活动,运动,nouns,3,3,4,2,3,1,3,2,5,3,2
839,人,枪,nouns,0,0,0,0,0,0,0,0,0,0,0
840,骨头,膝盖,nouns,3,0,0,2,3,1,0,1,3,0,2
841,窗,门,nouns,0,0,0,1,0,3,0,0,0,0,1
842,手臂,身体,nouns,0,0,0,0,0,1,3,0,0,0,1
843,冬天,季节,nouns,3,0,5,3,3,2,0,1,5,1,2
844,钥匙,锁,nouns,0,4,0,0,0,2,0,0,0,1,2
845,国王,统治者,nouns,6,4,5,4,4,5,6,5,5,5,6
846,地震,震,nouns,4,4,4,3,4,5,5,3,5,3,5
847,新郎,新娘,nouns,0,2,0,0,0,2,0,0,0,0,2
848,脖子,脊柱,nouns,0,0,0,2,0,2,0,0,0,0,1
849,朋友,伙伴,nouns,5,5,4,5,5,3,0,5,5,4,3
850,合金,钢,nouns,3,5,5,2,3,4,3,3,5,5,4
851,生日,年,nouns,0,0,0,0,2,2,0,0,0,3,1
852,家伙,伙伴,nouns,5,3,1,2,2,5,2,3,1,1,0
853,男孩,合作伙伴,nouns,0,0,0,1,0,3,0,0,0,0,1
854,戒指,订婚,nouns,0,0,0,1,1,4,0,0,0,4,3
855,报纸,资料,nouns,0,2,3,2,3,2,3,0,0,2,2
856,人们,派对,nouns,0,0,0,0,2,0,0,0,0,0,1
857,身体,肩,nouns,0,1,3,0,1,0,2,0,0,0,1
858,公司,企业,nouns,5,5,5,5,5,4,5,3,6,4,4
859,多面体,演员,nouns,0,0,0,0,0,0,0,0,0,0,0
860,云,风暴,nouns,0,3,0,1,1,2,0,0,0,0,2
861,泥,泥土,nouns,5,5,6,5,4,6,3,6,5,5,6
862,字,报纸,nouns,0,3,0,3,2,5,0,0,0,1,4
863,状态,男孩,nouns,0,0,0,1,0,2,0,0,0,0,0
864,岩石,矿,nouns,0,2,2,3,2,4,0,3,0,1,3
865,城镇,城市,nouns,0,4,4,6,3,4,3,4,5,4,5
866,丰富,许多,nouns,5,3,5,4,2,5,4,5,5,4,4
867,参加竞选,猴子,nouns,0,0,0,0,0,0,0,0,0,0,0
868,社论,新闻,nouns,0,3,4,3,2,3,3,3,4,1,3
869,男人,叔叔,nouns,0,2,3,1,2,5,3,2,4,1,2
870,钱,资本,nouns,4,3,4,3,5,4,3,2,5,2,4
871,现实,幻想,nouns,1,1,1,1,1,1,1,1,1,1,2
872,沙拉,醋,nouns,0,0,0,0,0,0,0,0,0,0,2
873,男孩,士兵,nouns,0,1,0,3,2,3,3,5,5,1,2
874,早餐,晚餐,nouns,0,1,0,1,0,4,0,0,0,0,2
875,选择,静脉,nouns,0,0,0,0,0,1,0,0,0,0,0
876,税,收入,nouns,0,1,2,0,0,1,0,0,0,1,2
877,船,车,nouns,0,1,0,1,0,0,0,0,0,1,1
878,滨,海岸,nouns,0,2,6,1,3,4,0,3,4,5,3
879,媒介,新闻,nouns,3,2,4,3,2,3,0,1,0,2,4
880,权利,正义,nouns,0,1,0,1,2,2,0,0,0,0,0
881,一餐,腰部,nouns,0,0,0,0,0,0,0,0,0,0,0
882,公主,岛,nouns,0,0,0,0,0,0,0,0,0,0,0
883,原木,沐浴,nouns,0,0,0,0,0,0,0,0,0,0,0
884,危险,疾病,nouns,0,1,0,0,1,1,0,0,0,1,1
885,募捐,发展,nouns,0,1,0,0,0,0,0,0,0,0,0
886,老鼠,猫,nouns,0,1,0,1,0,0,0,0,0,0,1
887,公寓,酒店,nouns,0,2,0,1,0,1,0,0,0,1,3
888,裙子,舞蹈,nouns,0,0,0,1,0,1,0,0,0,0,0
889,货币,并发,nouns,0,0,0,1,0,0,0,0,0,0,0
890,女儿,孩子,nouns,2,3,4,3,3,5,2,3,5,1,1
891,沐浴,戏法,nouns,0,0,0,0,0,0,0,0,0,0,0
892,俱乐部,标识,nouns,0,0,0,0,0,0,0,0,0,0,0
893,女孩,女佣,nouns,1,2,1,3,2,4,0,3,3,1,2
894,习语,字,nouns,0,1,0,1,0,2,0,0,0,1,3
895,狗,马,nouns,0,1,0,1,0,4,0,0,0,1,2
896,萤幕,监控,nouns,0,0,0,0,0,5,0,0,0,1,2
897,政府,蜥蜴,nouns,0,0,0,0,0,0,0,0,0,0,0
898,周末,星期,nouns,0,3,2,2,2,3,0,2,3,5,3
899,绝望,苦难,nouns,0,3,4,3,3,5,0,1,0,3,4
900,乘法,除法,nouns,0,1,0,3,0,4,0,0,0,1,1
901,钢琴,和声,nouns,0,1,0,0,0,2,0,0,0,1,2
902,肠子,神经,nouns,0,0,0,0,0,0,0,0,0,0,2
903,阳光,天空,nouns,0,1,0,0,1,2,0,1,0,2,3
904,医生,教授,nouns,0,0,0,1,2,4,0,0,0,1,2
905,哲学家,赛跑,nouns,0,0,0,0,0,0,0,0,0,0,0
906,手臂,膝盖,nouns,0,1,0,2,0,0,0,0,0,0,1
907,行政管理,管理,nouns,5,2,5,3,2,5,3,3,5,3,5
908,宫殿,摩天大楼,nouns,0,0,0,1,0,2,0,0,0,0,1
909,踝,窗口,nouns,0,0,0,0,0,0,0,0,0,0,0
910,肚子,静脉,nouns,0,0,0,1,0,0,0,0,0,0,2
911,页,段,nouns,0,1,0,1,0,4,0,0,0,1,4
912,参议院,宪法,nouns,0,1,0,0,0,2,0,0,0,2,3
913,顶,侧面,nouns,0,0,0,1,0,0,0,0,0,0,2
914,沙滩,海滨,nouns,0,1,0,2,2,3,0,0,0,1,2
915,汽车,运输,nouns,4,3,0,3,3,4,0,0,0,2,2
916,罗盘,大象,nouns,0,1,0,0,0,0,0,0,0,0,0
917,坦克,汽车,nouns,1,0,0,1,1,2,0,0,0,0,2
918,日落,表,nouns,0,0,0,0,0,0,0,0,0,0,0
919,分界线,国境,nouns,4,2,2,4,1,6,3,2,4,3,4
920,木,毯,nouns,0,0,0,0,0,0,0,0,0,0,0
921,衬衣,开襟毛衣,nouns,0,1,0,3,3,4,0,1,0,1,2
922,菜单,点菜,nouns,1,3,0,3,2,3,0,0,0,1,3
923,首领,市长,nouns,4,4,1,2,3,4,3,5,5,2,4
924,演员,歌手,nouns,3,2,3,1,1,4,3,3,3,1,3
925,力量,能力,nouns,4,1,3,4,3,5,2,3,3,1,3
926,奖章,运动鞋,nouns,0,0,0,0,0,1,0,0,0,0,0
927,自由,绿洲,nouns,0,0,0,0,0,0,0,0,0,1,0
928,光标,幻灯片,nouns,0,0,0,0,2,0,0,0,0,0,0
929,隧道,路径,nouns,4,2,0,3,3,4,3,3,3,1,3
930,立方体,玩具,nouns,0,0,0,1,1,0,0,0,0,0,0
931,鼠,老鼠,nouns,6,5,5,6,6,5,6,6,5,6,6
932,教堂,大教堂,nouns,6,6,5,5,6,5,6,5,5,6,6
933,啤酒,酒,nouns,4,6,5,5,6,5,6,5,5,4,6
934,董事,老板,nouns,5,5,5,5,5,4,2,3,3,5,5
935,恶意软件,蠕虫,nouns,3,0,4,0,3,0,0,0,0,0,0
936,缺席,在场,nouns,0,0,0,1,0,0,0,0,0,0,1
937,脚,头,nouns,0,0,0,1,0,0,0,0,0,0,1
938,数学家,节目,nouns,0,0,0,0,0,0,0,0,0,0,0
939,时代,十,nouns,0,1,0,1,0,0,0,0,0,0,0
940,音乐,旋律,nouns,4,5,0,4,4,5,3,3,5,4,3
941,世纪,年,nouns,2,2,1,1,6,3,0,1,3,1,2
942,肘,踝,nouns,0,1,0,1,0,0,0,0,0,3,1
943,信,段,nouns,0,0,0,0,0,1,1,0,0,0,0
944,身体,神经,nouns,0,4,0,3,3,4,0,1,3,1,1
945,沙子,脚,nouns,0,1,0,0,0,0,0,0,0,0,0
946,无政府,混乱,nouns,3,3,4,2,0,6,4,4,2,1,3
947,歌谣,歌曲,nouns,4,5,4,3,2,4,3,3,2,1,3
948,男孩子,儿子,nouns,0,3,4,4,3,5,3,3,5,1,2
949,警察,副驾驶,nouns,0,0,0,1,0,0,0,0,0,0,0
950,日落,日出,nouns,0,1,0,3,0,1,0,0,0,0,1
951,脚趾,手指,nouns,0,2,0,0,0,0,0,0,0,0,1
952,成年人,监护人,nouns,0,1,4,3,4,5,0,3,5,2,2
953,无穷,零,nouns,0,0,0,0,0,0,0,0,0,0,0
954,汽车,厂,nouns,0,0,0,0,0,0,0,0,0,0,2
955,舱,棚屋,nouns,0,0,0,1,0,4,0,0,0,0,0
956,望远镜,椅子,nouns,0,0,0,0,0,0,0,0,0,0,0
957,阴谋家,策略家,nouns,3,5,4,2,3,5,0,4,3,1,2
958,汽车,货车,nouns,4,4,0,3,2,4,3,3,5,1,2
959,小提琴,乐器,nouns,4,5,3,5,2,5,3,3,5,1,2
960,地板,甲板,nouns,1,3,0,3,3,1,2,4,5,1,3
961,代码,符号,nouns,0,3,5,3,3,4,2,4,5,2,1
962,首词,句法,nouns,0,0,0,2,0,0,0,0,0,1,2
963,神经,脑,nouns,0,0,4,0,3,0,2,3,4,1,3
964,情况,状态,nouns,0,3,5,5,5,5,4,2,5,4,4
965,面包,芝士,nouns,0,0,0,1,0,0,0,0,0,0,2
966,果汁,勺子,nouns,0,0,0,0,0,0,0,0,0,0,0
967,肉,三明治,nouns,0,0,0,2,0,0,0,0,0,0,2
968,四轮货运马车,马车,nouns,5,4,5,3,2,6,3,3,5,1,3
969,游标,微晶片,nouns,0,0,0,0,0,0,0,0,0,0,1
970,喜悦,自豪,nouns,0,1,0,1,5,5,0,2,3,1,2
971,云,雾气,nouns,0,2,0,3,1,2,2,3,5,1,3
972,木,原木,nouns,6,3,5,4,5,6,3,3,5,1,5
973,老师,学生,nouns,0,0,0,2,0,1,0,0,0,0,2
974,动物,人,nouns,1,0,5,2,2,2,0,3,4,2,1
975,天空,梦想,nouns,0,0,0,1,0,0,0,0,0,1,0
976,女英雄,英雄,nouns,5,6,5,5,3,6,3,3,5,1,2
977,日期,日历,nouns,0,4,5,4,2,5,0,3,2,2,3
978,给予,贡献,nouns,0,3,4,3,2,2,3,4,3,3,3
979,手稿,文章,nouns,2,3,4,3,4,4,0,5,5,3,2
980,科学,心理学,nouns,0,2,5,3,2,4,3,4,4,2,3
981,社会,文化,nouns,0,0,0,3,3,3,0,0,0,1,3
982,棉,毛线衣,nouns,0,2,0,1,0,3,0,0,0,0,2
983,书,主题,nouns,2,2,1,2,2,2,2,1,2,2,2
984,自由,审查,nouns,0,0,0,1,0,0,0,0,0,0,0
985,巫师,电缆,nouns,0,0,0,0,0,0,0,0,0,0,0
986,红酒,酒,nouns,4,5,5,5,3,6,3,3,3,2,5
987,冠军,优胜者,nouns,6,5,6,6,5,5,6,5,5,6,6
988,编剧,电视,nouns,0,0,0,0,0,4,0,0,0,0,2
989,书,文学,nouns,2,2,0,4,4,5,0,2,0,0,3
990,猎狗,狐狸,nouns,0,1,0,1,0,3,0,0,0,1,2
991,骨头,脖子,nouns,0,0,0,1,0,0,0,0,0,0,2
992,总统,市长,nouns,0,4,0,4,3,4,0,0,0,3,4
993,音节,词元,nouns,0,1,4,2,0,2,0,0,0,0,2
994,音系学,屏幕,nouns,0,0,0,0,0,0,0,0,0,0,0
995,男人,嫌疑人,nouns,0,0,0,2,2,1,0,0,0,0,1
996,牙医,上校,nouns,0,0,0,1,0,0,0,0,0,0,1
997,插图,起泡,nouns,0,0,0,0,0,0,0,0,0,0,0
998,酒吧,监狱,nouns,0,0,0,1,0,2,0,0,0,0,1
999,薄荷,口香糖,nouns,0,1,0,1,0,2,1,0,0,0,2
1000,阵列,名单,nouns,0,0,0,1,2,0,0,0,0,1,2
1001,航空,飞行,nouns,4,4,5,4,3,5,0,0,0,4,4
1002,校园,大学,nouns,3,2,4,3,4,5,0,2,3,2,3
1003,指甲,手,nouns,0,1,0,0,1,2,0,0,0,0,2
1004,湿疹,皮炎,nouns,5,0,5,4,2,4,2,4,5,2,5
1005,意见,主意,nouns,4,0,6,4,4,2,4,5,5,4,3
1006,米,英寸,nouns,4,1,0,4,6,5,0,1,2,1,2
1007,雪崩,雪,nouns,0,2,0,3,2,5,0,1,3,1,2
1008,侵略,敌意,nouns,3,1,2,0,2,5,0,0,2,1,2
1009,减肥,沙拉,nouns,0,0,0,1,0,2,0,0,0,2,1
1010,疼痛,危害,nouns,0,1,0,0,2,4,0,0,0,1,0
1011,父亲,家长,nouns,3,3,5,5,5,5,3,3,5,5,5
1012,朋友,母亲,nouns,0,0,0,0,0,1,0,0,0,1,1
1013,装饰,信封,nouns,0,0,0,2,1,4,0,0,0,0,0
1014,翻译者,外国人,nouns,0,1,0,0,2,0,0,0,0,0,1
1015,字典,百科全书,nouns,0,1,0,4,1,1,2,3,3,1,3
1016,面包,小麦粉,nouns,0,2,0,4,1,2,0,3,3,1,3
1017,帽子,上衣,nouns,0,0,4,2,3,4,0,0,0,0,1
1018,卡,桥,nouns,0,0,0,0,0,4,0,0,0,0,0
1019,车辆,公共汽车,nouns,3,3,4,3,3,5,3,3,3,0,3
1020,人群,游行,nouns,0,1,0,2,0,0,0,0,0,0,0
1021,避难所,棚屋,nouns,0,0,0,2,2,0,1,0,0,1,2
1022,目标,寻求,nouns,0,1,0,1,0,3,0,0,0,4,2
1023,食物,程序,nouns,0,0,0,0,0,0,0,0,0,0,0
1024,申请人,申请,nouns,2,2,0,1,1,4,0,0,0,1,3
1025,肢体,腿,nouns,3,3,0,3,3,0,2,2,3,1,2
1026,犯罪,盗窃,nouns,3,4,5,4,3,4,2,5,3,2,3
1027,商业,公司,nouns,5,3,0,4,1,4,0,0,0,2,3
1028,神经心理学,通灵研究,nouns,0,0,0,1,0,4,2,0,0,0,0
1029,血液,身体,nouns,0,0,0,2,2,3,0,0,0,0,3
1030,兄弟会,棒球,nouns,0,0,0,0,0,0,0,0,0,0,0
1031,妻子,丈夫,nouns,0,0,0,0,0,2,0,0,0,0,1
1032,海啸,海,nouns,0,2,0,3,2,4,0,0,1,1,2
1033,嘴巴,唇,nouns,1,2,4,4,3,3,0,2,2,2,4
1034,饮食,苹果,nouns,0,1,0,0,2,4,0,0,0,0,1
1035,地图,广场,nouns,0,0,0,2,0,0,0,0,0,0,1
1036,群落生境,生物学,nouns,0,3,0,2,3,4,0,0,0,0,1
1037,竿,窗帘,nouns,0,0,0,0,0,1,0,0,0,0,2
1038,草地,草原,nouns,3,3,5,4,4,4,2,4,4,3,6
1039,授粉,蕊,nouns,0,1,0,2,0,0,0,0,0,1,4
1040,尖顶,教堂,nouns,0,0,0,0,0,4,0,0,0,0,4
1041,故事,主题,nouns,0,0,0,2,0,2,0,0,0,0,3
1042,小孩,成年人,nouns,0,0,0,2,1,1,0,0,0,0,2
1043,幼儿园,幼儿,nouns,0,0,0,1,0,2,0,0,0,1,3
1044,电影,影片,nouns,5,6,4,4,5,5,0,6,6,0,5
1045,工作,管理,nouns,0,0,1,2,0,0,0,0,0,0,2
1046,模拟,机器人技术,nouns,0,0,0,0,1,1,0,0,0,0,4
1047,作者,读者,nouns,0,0,0,0,0,2,0,0,0,0,2
1048,蚕,毛毛虫,nouns,0,4,0,3,2,3,0,3,5,0,2
1049,歇斯底里,混乱,nouns,0,2,3,1,3,4,3,4,5,1,3
1050,血液,肉,nouns,0,0,0,2,0,1,0,0,0,0,1
1051,角度,距离,nouns,0,0,0,2,0,0,0,0,0,0,1
1052,愉快,快乐,adjectives,3,6,6,5,4,5,4,5,6,4,6
1053,普通,平凡,adjectives,3,6,5,5,4,6,4,5,6,4,6
1054,相反,独特,adjectives,0,0,0,1,2,6,2,0,0,0,0
1055,不开心,惱火,adjectives,4,6,2,3,2,5,2,2,5,2,3
1056,乱,清洁,adjectives,0,0,0,0,0,0,0,0,0,0,1
1057,狭窄,瘦,adjectives,0,1,0,2,1,4,0,0,0,1,1
1058,不可能,可行,adjectives,0,0,0,2,0,0,0,0,0,0,1
1059,无实体,心灵,adjectives,0,0,4,3,2,6,3,4,4,1,2
1060,黏,脏,adjectives,0,3,0,1,0,0,0,0,0,1,2
1061,蠢,笨,adjectives,5,6,6,6,6,5,6,6,6,6,6
1062,艰难,困难,adjectives,0,6,6,6,6,4,4,5,3,3,6
1063,内疚,羞愧,adjectives,2,6,6,5,4,5,3,3,5,4,5
1064,井然有序,乱七八糟,adjectives,0,0,0,2,0,0,0,0,0,0,1
1065,闷,平庸,adjectives,0,0,0,0,2,3,2,0,0,1,2
1066,巨大,笨,adjectives,0,0,0,0,0,0,0,0,0,1,0
1067,疯,疯狂,adjectives,5,6,5,3,6,6,5,4,6,5,6
1068,谦虚,灵活,adjectives,0,0,0,1,0,3,2,0,0,0,1
1069,坏,极好,adjectives,0,0,0,2,0,0,0,0,0,0,0
1070,贫困,无助,adjectives,0,0,0,2,0,3,0,0,0,0,1
1071,天真,幼稚,adjectives,4,5,3,5,3,5,2,5,5,1,5
1072,假,真实,adjectives,0,0,0,2,0,0,0,0,0,0,1
1073,未成熟的,不负责任,adjectives,2,3,0,1,2,4,0,1,3,2,2
1074,长,狭窄,adjectives,0,0,0,1,0,0,0,0,0,0,2
1075,快,迅速,adjectives,5,5,5,5,5,5,5,6,5,5,5
1076,狡猾,奇怪,adjectives,0,0,0,1,0,3,2,0,0,0,1
1077,有创造力,创新,adjectives,5,6,5,4,5,6,6,5,4,4,5
1078,自豪,傲慢,adjectives,5,2,2,3,2,4,0,3,5,4,2
1079,付得起,便宜,adjectives,5,3,2,1,4,5,2,2,5,0,3
1080,平庸,好的,adjectives,0,0,0,2,0,2,0,0,0,0,0
1081,笨,罕见,adjectives,0,0,0,0,0,0,0,0,0,0,0
1082,聪明,笨,adjectives,0,0,0,1,0,0,0,0,0,0,0
1083,残忍,不公平,adjectives,0,0,0,1,0,2,0,0,0,0,2
1084,谦虚,纯,adjectives,0,0,2,1,0,5,1,0,0,0,1
1085,平淡,沉闷,adjectives,5,0,0,3,2,3,2,1,4,1,3
1086,脆弱,简单,adjectives,0,0,0,2,0,0,0,0,0,0,0
1087,不确定,害怕,adjectives,0,0,0,1,2,2,1,0,0,1,2
1088,非一般,罕见,adjectives,3,0,4,5,5,6,4,5,5,4,5
1089,普通,冷,adjectives,0,0,0,0,0,0,0,0,0,0,0
1090,精彩,伟大,adjectives,0,1,0,0,0,1,2,5,0,2,2
1091,怪异,奇怪,adjectives,5,6,5,5,4,4,3,4,3,4,5
1092,国民,大,adjectives,0,0,0,0,0,0,0,0,0,0,0
1093,容易,困难,adjectives,0,1,0,0,0,0,0,0,0,0,0
1094,旧,新,adjectives,0,0,0,2,0,0,0,0,0,0,1
1095,粗糙,无礼,adjectives,0,0,0,2,2,1,0,0,0,0,0
1096,累,饥饿,adjectives,0,0,0,1,0,3,0,0,0,0,1
1097,容易,困难,adjectives,0,1,0,1,0,0,0,0,0,0,0
1098,最近,新,adjectives,0,0,5,3,3,5,0,2,2,5,5
1099,合法,非法,adjectives,0,0,0,2,0,0,0,0,0,0,0
1100,成熟,复杂,adjectives,0,0,2,0,0,2,0,0,0,0,1
1101,谦逊,谦虚,adjectives,4,6,6,6,4,4,6,5,6,6,5
1102,未成熟的,长大,adjectives,0,0,0,2,0,0,0,0,0,0,2
1103,煮熟的,水煮,adjectives,0,5,5,3,2,3,3,3,1,1,2
1104,宽大,窄小,adjectives,0,0,0,2,0,0,0,0,0,0,1
1105,有弹性,灵活的,adjectives,0,3,6,4,4,2,3,5,4,3,4
1106,愤怒,犹豫,adjectives,0,0,0,1,0,2,0,0,0,0,2
1107,自信,肯定,adjectives,2,2,5,4,4,5,0,4,3,2,2
1108,开心,快乐,adjectives,6,6,5,5,6,5,6,5,6,6,6
1109,胆大,自豪,adjectives,0,0,0,1,0,3,0,0,0,2,2
1110,困难,简单,adjectives,0,1,0,1,0,0,0,0,0,0,0
1111,枯燥,可笑,adjectives,0,0,0,0,0,0,0,0,0,0,0
1112,愉快,精彩,adjectives,4,3,4,3,2,3,0,3,2,1,3
1113,正式,合乎体统,adjectives,4,5,4,5,5,4,2,4,4,4,0
1114,人造,假,adjectives,4,1,2,3,2,4,3,5,2,3,4
1115,平淡,刺激,adjectives,0,0,0,2,0,0,0,0,0,0,0
1116,公开,未公开,adjectives,0,0,0,2,0,0,0,0,0,0,0
1117,谦虚,羞愧,adjectives,0,0,0,1,0,0,0,0,0,3,0
1118,轻信,笨,adjectives,0,0,1,2,0,0,0,0,0,1,0
1119,饥饿,渴,adjectives,0,2,0,3,3,3,0,4,2,1,2
1120,安全,乏味,adjectives,0,0,0,0,0,0,0,0,0,0,0
1121,清醒,喝醉,adjectives,0,0,0,2,0,0,0,0,0,0,0
1122,非法,不道德,adjectives,0,3,1,3,3,4,2,3,1,2,2
1123,坏,糟糕,adjectives,0,5,4,4,5,4,2,5,3,5,3
1124,好,闻名,adjectives,4,5,3,1,2,6,3,5,4,1,0
1125,忙碌,懒,adjectives,0,0,0,1,0,0,0,0,0,0,0
1126,粗糙,丑陋,adjectives,0,0,1,3,1,0,0,0,0,0,0
1127,中性,未拿定主意,adjectives,0,0,0,0,0,3,0,0,0,4,0
1128,旧,杂,adjectives,0,0,0,0,0,0,0,0,0,0,0
1129,伤心,可怕,adjectives,0,0,0,1,0,4,0,0,0,0,1
1130,快,迅速,adjectives,5,5,5,5,5,5,5,5,5,5,5
1131,害羞,害怕,adjectives,0,2,0,2,0,2,0,0,0,3,1
1132,容易,大,adjectives,0,0,0,0,0,0,0,0,0,0,0
1133,笔直,弯曲,adjectives,0,0,0,2,0,0,0,0,0,0,0
1134,黏,湿,adjectives,2,5,0,3,2,2,0,3,3,1,1
1135,难以置信,普通,adjectives,0,0,0,0,0,0,0,0,0,0,0
1136,暴力,愤怒,adjectives,1,3,0,3,2,3,0,3,2,1,3
1137,类似,相像,adjectives,0,6,5,5,5,4,0,0,0,3,5
1138,兴奋,受惊,adjectives,0,5,0,1,0,0,0,0,0,0,0
1139,暴力,被动,adjectives,0,0,0,0,0,0,0,0,0,0,0
1140,某些,紧张,adjectives,0,0,0,0,0,0,0,0,0,0,0
1141,好斗,弯曲,adjectives,0,0,0,2,0,0,0,0,0,0,0
1142,合法,允许,adjectives,3,3,1,3,3,4,0,4,3,2,2
1143,奇怪,古怪,adjectives,6,5,6,6,6,6,6,5,6,6,5
1144,安全,合法,adjectives,0,1,0,1,0,3,0,0,0,1,0
1145,激进,暴力,adjectives,0,4,3,2,4,0,3,3,4,2,3
1146,短,长,adjectives,0,0,0,2,0,0,0,0,0,0,0
1147,疯狂,高兴,adjectives,0,1,0,0,2,2,0,0,0,1,0
1148,有价值,特别,adjectives,0,2,0,1,0,0,0,0,0,3,0
1149,狭窄,宽广,adjectives,0,0,0,2,0,0,0,0,0,0,0
1150,精确,错误,adjectives,0,0,0,2,0,0,0,0,0,0,0
1151,杂,联合,adjectives,0,1,0,0,0,0,0,0,0,0,0
1152,奇怪,普通,adjectives,0,0,0,1,0,0,0,0,0,0,0
1153,无聊,累,adjectives,0,0,0,1,0,0,0,0,0,1,0
1154,灵活,松动,adjectives,0,1,4,3,3,2,0,3,2,1,1
1155,笨,机灵,adjectives,0,0,0,2,0,0,0,0,0,0,0
1156,确定,肯定,adjectives,3,6,6,5,4,6,6,6,5,5,5
1157,坏,平庸,adjectives,0,0,0,1,0,0,0,0,0,0,0
1158,大,重,adjectives,0,1,0,2,0,2,0,0,0,0,0
1159,善良,大方,adjectives,2,0,4,4,3,1,0,3,3,1,1
1160,大规模,大,adjectives,4,2,6,5,5,3,3,3,5,4,2
1161,轻视,轻蔑,adjectives,3,6,6,5,4,4,4,6,4,4,3
1162,红色,蓝色,adjectives,0,0,0,2,0,0,0,0,0,0,0
1163,狡猾,坚固,adjectives,0,0,0,1,0,0,0,0,0,0,0
