word1,word2,similarity_score_1,similarity_score_2,similarity_score_3,similarity_score_4,similarity_score_5,similarity_score_6,similarity_score_7,similarity_score_8,similarity_score_9,similarity_score_10,similarity_score_11,similarity_score_12,similarity_score_13,similarity_score_14,similarity_score_15
拿,交付,中立,中立,中立,中立,不相似,不相似,中立,不相似,不相似,中立,不相似,中立,中立,不相似,中立
做,赚,不相似,中立,中立,中立,中立,不相似,中立,中立,中立,不相似,不相似,不相似,不相似,中立,不相似
捏,用拳猛击,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似
放开,按下,非常不相似,非常不相似,不相似,非常不相似,非常不相似,不相似,非常不相似,非常不相似,不相似,不相似,非常不相似,不相似,非常不相似,不相似,非常不相似
担心,浪费,不相似,非常不相似,不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,不相似,非常不相似,非常不相似,不相似
知道,理解,相似,相似,非常相似,相似,非常相似,相似,相似,相似,相似,相似,非常相似,相似,相似,相似,相似
选择,挑选,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似
了解,原谅,不相似,不相似,不相似,不相似,中立,不相似,中立,不相似,不相似,不相似,不相似,不相似,不相似,不相似,中立
借,乞求,中立,中立,中立,不相似,不相似,中立,不相似,不相似,中立,不相似,中立,中立,不相似,中立,中立
拿,拥有,中立,中立,中立,相似,中立,不相似,中立,中立,不相似,中立,中立,不相似,不相似,中立,中立
离开,留,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似
到达,离开,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似
创建,潜水,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似
享受,娱乐,相似,相似,相似,相似,相似,非常相似,相似,相似,相似,相似,相似,相似,相似,相似,相似
建议,劝告,非常相似,非常相似,非常相似,相似,非常相似,非常相似,相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,相似,非常相似
编织,移动,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,中立,不相似,不相似,不相似
运输,电梯,不相似,不相似,不相似,不相似,非常不相似,不相似,非常不相似,不相似,非常不相似,非常不相似,不相似,不相似,非常不相似,不相似,不相似
留,保留,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似
同意,争论,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似
选择,选举,相似,相似,相似,相似,相似,相似,非常相似,相似,相似,相似,相似,非常相似,相似,相似,相似
假设,预测,中立,中立,中立,中立,不相似,中立,中立,中立,中立,中立,中立,中立,中立,中立,中立
欲望,想要,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,相似,非常相似,非常相似,相似,非常相似,非常相似,非常相似,非常相似,非常相似
赦免,原谅,相似,相似,相似,非常相似,相似,相似,非常相似,非常相似,非常相似,非常相似,相似,非常相似,相似,非常相似,相似
啜,大口地吃,不相似,不相似,不相似,不相似,不相似,中立,中立,中立,中立,中立,不相似,不相似,不相似,不相似,不相似
驱逐,离开,中立,中立,中立,中立,不相似,中立,中立,中立,中立,中立,中立,中立,中立,中立,不相似
坠落,伤害,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似
成功,尝试,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,中立,不相似,不相似,中立
承诺,发誓,相似,非常相似,非常相似,非常相似,相似,相似,相似,非常相似,非常相似,非常相似,相似,非常相似,相似,非常相似,相似
带来,抱怨,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似
成长,增加,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似
让,允许,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似
敬礼,演出,非常不相似,非常不相似,不相似,不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,不相似,非常不相似,不相似,非常不相似,非常不相似,不相似
聚集,见面,中立,中立,中立,中立,不相似,不相似,中立,中立,中立,中立,中立,中立,中立,中立,中立
生活,生存,相似,相似,非常相似,相似,相似,非常相似,相似,非常相似,相似,非常相似,相似,非常相似,非常相似,非常相似,非常相似
安排,组织,相似,相似,相似,相似,相似,相似,相似,相似,非常相似,相似,相似,相似,相似,相似,相似
降低,减少,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似
找到,逃逸,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似
珍爱,保持,中立,中立,中立,中立,中立,不相似,中立,中立,中立,不相似,不相似,不相似,不相似,不相似,中立
给,知道,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似
装作,似乎,相似,相似,相似,相似,相似,相似,中立,相似,相似,相似,相似,中立,相似,相似,相似
花费,节约,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似
拖着脚走,骑,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似
煮沸,炒,不相似,中立,中立,不相似,中立,中立,中立,中立,不相似,不相似,中立,中立,不相似,中立,中立
漂移,流,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,中立,相似
知道,相信,相似,中立,中立,中立,中立,中立,中立,中立,中立,中立,中立,中立,中立,相似,中立
举起,提高,非常相似,相似,相似,相似,相似,相似,相似,相似,非常相似,相似,相似,非常相似,相似,相似,相似
发射,发送,相似,中立,中立,不相似,中立,中立,中立,不相似,中立,不相似,中立,不相似,中立,中立,中立
竞争,完成,非常不相似,不相似,不相似,非常不相似,不相似,不相似,不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,不相似,非常不相似
抖动,搅拌,相似,中立,中立,相似,中立,中立,中立,中立,中立,中立,中立,中立,不相似,中立,中立
给,断绝亲子关系,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似
参与,加入,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似
走,发送,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似
获得,偷,中立,中立,中立,中立,中立,中立,不相似,中立,中立,中立,中立,中立,中立,中立,中立
发光,照耀,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,相似,非常相似,非常相似,非常相似,相似,非常相似,非常相似,相似,相似
提醒,卖,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似
争论,叫喊,不相似,不相似,中立,不相似,不相似,中立,不相似,不相似,中立,中立,中立,中立,不相似,不相似,中立
收到,接受,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似
混合,联合,相似,相似,相似,相似,中立,相似,相似,相似,相似,相似,相似,相似,非常相似,相似,中立
控制,停止,不相似,不相似,中立,中立,不相似,不相似,中立,中立,中立,中立,不相似,不相似,不相似,不相似,中立
做,发生,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,中立,不相似,非常不相似,不相似,中立,不相似,中立
离开,走开,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似
读,理解,中立,相似,相似,相似,相似,相似,相似,中立,中立,中立,相似,中立,中立,中立,中立
装作,想像,不相似,不相似,中立,中立,不相似,不相似,不相似,不相似,不相似,中立,中立,不相似,不相似,不相似,中立
跟随,追逐,相似,相似,相似,相似,相似,相似,中立,中立,相似,中立,相似,相似,中立,相似,相似
加,除,非常不相似,不相似,不相似,不相似,非常不相似,不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,不相似,不相似,非常不相似
